ID,Name,City,Phone,Email (to find),Website,Counties Served,Services,Directory URL,Outreach Status,Notes,Created
"0f4ff5b3-6966-42de-85df-14ac9699ae9c","UpsonA Premium Healthcare SolutionBibb","Macon","(478) 245-0300","","","Baldwin; Bleckley; Crawford; Dodge; Dooly; Hancock; Houston; Jones; Laurens; Macon; Monroe; Peach; Pulaski; Putnam; Taylor; Twiggs; Washington; Wilkinson","RN; LPN","https://georgiagapp.com/provider/upsona-premium-healthcare-solutionbibb","Not Started","","12/22/2025"
"085c0ab1-0fd0-41b1-8997-0b579ab1b408","WorthAveanna HealthcareBanks","Peachtree Corners","(770) 263-6373","","","Atkinson; Bacon; Baldwin; Barrow; Bartow; Ben Hill; Berrien; Bleckley; Brantley; Bryan; Bulloch; Burke; Camden; Catoosa; Charlton; Chatham; Cherokee; Clarke; Clinch; Cobb; Coffee; Coweta; Dade; Dawson; Dodge; Dougherty; Douglas; Early; Echols; Elbert; Fannin; Floyd; Forsyth; Franklin; Fulton; Gilmer; Gordon; Grady; Hancock; Houston; Irwin; Jasper; Jeff Davis; Johnson; Jones; Lamar; Lanier; Laurens; Lowndes; Macon; Miller; Mitchell; Monroe; Montgomery; Morgan; Peach; Pierce; Pike; Pulaski; Putnam; Schley; Seminole; Spalding; Stewart; Sumter; Talbot; Taylor; Telfair; Thomas; Tift; Toombs; Treutlen; Twiggs; Upson; Ware; Washington; Wayne; Webster; Wheeler; Wilkinson","RN; LPN","https://georgiagapp.com/provider/worthaveanna-healthcarebanks","Not Started","","12/22/2025"
"846b3be6-39a2-48b1-a172-75d39b19bccb","TroupACE HealthcareFulton","Norcross","404 966-3331","","","Bartow; Carroll; Chattahoochee; Cherokee; Clarke; Clayton; Cobb; DeKalb; Douglas; Fayette; Gwinnett; Hall; Harris; Henry; Houston; Marion; Muscogee; Newton; Paulding; Schley; Whitfield","RN; LPN","https://georgiagapp.com/provider/troupace-healthcarefulton","Not Started","","12/22/2025"
"6f0adfa9-b687-43bd-b45e-fa646ac928ca","EffinghamNew Generations Health ServicesBarrow","Stockbridge","(678) 565-5913","","","Bartow; Bryan; Bulloch; Carroll; Chatham; Clarke; DeKalb; Dougherty; Fayette; Glynn; Harris; Jasper; Lamar; Lee; Long; Macon; McIntosh; Newton; Paulding; Richmond; Screven; Spalding; Taliaferro; Tattnall; Taylor; Upson; Walton; Warren; Washington; Wayne","RN; LPN","https://georgiagapp.com/provider/effinghamnew-generations-health-servicesbarrow","Not Started","","12/22/2025"
"ad47af96-7a5a-408b-beea-66a57a2b7629","Aveanna HealthcareRichmond","Augusta","(706) 868-6543","","","Atkinson; Bacon; Baldwin; Ben Hill; Berrien; Bleckley; Brantley; Bryan; Bulloch; Burke; Camden; Charlton; Chatham; Clarke; Clinch; Coffee; Columbia; Dodge; Elbert; Glascock; Greene; Hart; Jefferson; Lincoln; McDuffie; Taliaferro; Warren; Washington","RN; LPN","https://georgiagapp.com/provider/aveanna-healthcarerichmond","Not Started","","12/22/2025"
"e1a78fc8-aa39-49dd-a6ef-b166c179b7cc","Glory HealthcareClayton","Stockbridge","(404) 992-0048","","","Barrow; Bartow; Clarke; Cobb; Coweta; DeKalb; Douglas; Fayette; Fulton; Greene; Gwinnett; Hall; Henry; Jackson; Madison; Rockdale; Spalding; Walton","RN; LPN","https://georgiagapp.com/provider/glory-healthcareclayton","Not Started","","12/22/2025"
"9a9fa43f-7e69-48fc-ad24-07cb5654790b","Maxim Healthcare ServicesBaldwin","Augusta","(706) 619-2058","","","Burke; Clarke; Columbia; Elbert; Glascock; Greene; Jefferson; Jenkins; Johnson; Lincoln; Madison; McDuffie; Oconee; Oglethorpe; Putnam; Wilkes","RN; LPN","https://georgiagapp.com/provider/maxim-healthcare-servicesbaldwin","Not Started","","12/22/2025"
"81e232e6-eb27-4b36-ac8a-58476d907780","Health Source AgencyBibb","Stockbridge","(678) 961-5718","","","Butts; Carroll; Clayton; Cobb; Coweta; DeKalb; Fayette; Floyd; Forsyth; Fulton; Gwinnett; Heard; Henry; Jasper; Jones; Lamar; Meriwether","RN; LPN","https://georgiagapp.com/provider/health-source-agencybibb","Not Started","","12/22/2025"
"b473414d-f6fa-48f8-b579-b251ed92390d","NurseCareGlynn","Brunswick","(912) 264-0040","","","Appling; Brantley; Bryan; Camden; Charlton; Clinch; Coffee; Evans; Jeff Davis; Liberty; Long; McIntosh; Pierce; Tattnall; Toombs; Ware; Wayne","RN; LPN","https://georgiagapp.com/provider/nursecareglynn","Not Started","","12/22/2025"
"7b670a6e-7890-4f82-94b8-d5e61327a8d0","PikeEntegrity Homecare SolutionsBaldwin","Jonesboro","(770) 731-1116","","","Baldwin; Banks; Bartow; Bibb; Butts; Carroll; Cherokee; Clayton; Cobb; Coweta; Dawson; Fayette; Fulton; Gwinnett; Habersham; Hall; Harris; Hart; Heard; Henry; Houston; Jones; Lumpkin; Meriwether; Newton; Spalding; Stephens; Union; Upson","RN; LPN","https://georgiagapp.com/provider/pikeentegrity-homecare-solutionsbaldwin","Not Started","","12/22/2025"
"a71390cb-802d-4ea5-9145-e8ea2656c2ae","MaconEmerald Healthcare SystemFayette","Fayetteville","(678) 519-0325","","","Barrow; Bibb; Cherokee; Cobb; Coweta; Douglas; Forsyth; Franklin; Fulton; Gwinnett; Henry; Lamar; Oglethorpe; Paulding; Pike; Rockdale; Troup; White","RN; LPN","https://georgiagapp.com/provider/maconemerald-healthcare-systemfayette","Not Started","","12/22/2025"
"2aa9ff2a-aa20-4e31-ac03-4ac950cbf544","BrightStar Care of Coastal Camden","Simons Island","(912) 638-0638","","","Bryan; Charlton; Glynn; Liberty; Long","RN; LPN","https://georgiagapp.com/provider/brightstar-care-of-coastal-camden","Not Started","","12/22/2025"
"9040fe70-d123-438d-847d-85e49fbfe4f8","Trans Alliance Med","Alpharetta","(770) 992-9940","","","Barrow; Cherokee; Clayton; Cobb; DeKalb; Douglas; Forsyth; Fulton; Gwinnett; Henry; Rockdale; Walton","RN; LPN","https://georgiagapp.com/provider/trans-alliance-med","Not Started","","12/22/2025"
"30025b2c-badb-41c5-bee8-8f79a073f217","Professional and Quality Home CareFulton","Lawrenceville","(678) 690-5198","","","DeKalb; Gwinnett","RN; LPN","https://georgiagapp.com/provider/professional-and-quality-home-carefulton","Not Started","","12/22/2025"
"25006b57-81bb-4b2c-852f-08192ba7a804","Heavenly Global HealthcareCherokee","Norcross","(678) 477-3398","","","Baldwin; Bartow; Chatham; Cobb; Coweta; DeKalb; Floyd; Forsyth; Fulton; Macon; Walton; White","RN; LPN","https://georgiagapp.com/provider/heavenly-global-healthcarecherokee","Not Started","","12/22/2025"
"0186bf0b-999d-4a7e-8aab-bc392871acaa","Pure Ivy Health CareGwinnett","Lilburn","(678) 697-4266","","","Barrow; Carroll; Cherokee; Clayton; DeKalb; Douglas; Forsyth; Fulton; Hall; Henry; Paulding; Rockdale","RN; LPN","https://georgiagapp.com/provider/pure-ivy-health-caregwinnett","Not Started","","12/22/2025"
"298ba23d-e77f-49b3-9900-6293c8b8180a","ButtsAXESS Health SolutionsCherokee","RockdaleTucker","(404) 858-8709","","","Barrow; Bibb; Chattahoochee; Cherokee; Clarke; Clayton; Cobb; DeKalb; Douglas; Elbert; Fulton; Gwinnett; Hall; Heard; Lamar; Madison; Monroe; Muscogee; Newton; Oconee; Oglethorpe; Pike; Rockdale; Spalding; Troup; Walton","RN; LPN","https://georgiagapp.com/provider/buttsaxess-health-solutionscherokee","Not Started","","12/22/2025"
"9a2c91a7-30a7-4386-ba25-276c058824f6","Elvin Home CareCobb","Austell","(404) 993-1383","","","Cherokee; Clayton; DeKalb; Douglas; Fayette; Fulton; Jefferson; Paulding; Polk; Rockdale","RN; LPN","https://georgiagapp.com/provider/elvin-home-carecobb","Not Started","","12/22/2025"
"08d890a8-b0ed-4a78-a09b-ab95f30ca703","Brighter Days Home CareCobb","CherokeeAustell","(404) 940-7382","","","Bartow; Carroll; DeKalb; Fayette; Gwinnett","RN; LPN","https://georgiagapp.com/provider/brighter-days-home-carecobb","Not Started","","12/22/2025"
"5dcbb847-644d-45a9-9895-a1605c516ac9","Ulticare Health and Home CareDouglas","FayetteDouglasville","404-988-0387","","","Carroll; Clayton; Cobb; DeKalb; Fulton; Gwinnett; Haralson; Newton; Paulding; Rockdale; Walton","RN; LPN","https://georgiagapp.com/provider/ulticare-health-and-home-caredouglas","Not Started","","12/22/2025"
"58bb25e3-9f61-4f03-aed7-baa04909c30a","E Health CareDeKalb","WaltonLithonia","(470) 545-0860","","","Clayton; Douglas; Fulton; Henry","RN; LPN","https://georgiagapp.com/provider/e-health-caredekalb","Not Started","","12/22/2025"
"ac8e4456-9083-45bd-b0f5-21d21eea94fb","Help at Home Bryan","ScrevenSavannah","(912) 354-3680","","","Bryan; Bulloch; Camden; Chatham; Effingham; Liberty; McIntosh","RN; LPN","https://georgiagapp.com/provider/help-at-home-bryan","Not Started","","12/22/2025"
"db678107-004e-452c-bdca-39e46efe2d15","HartYour Choice CaregiversCherokee","PauldingFairburn","(404) 479-1008","","","Banks; Butts; Clayton; Cobb; Coweta; DeKalb; Elbert; Fayette; Franklin; Fulton; Gwinnett; Heard; Henry; Oglethorpe; Putnam; Washington; Wilkes","RN; LPN","https://georgiagapp.com/provider/hartyour-choice-caregiverscherokee","Not Started","","12/22/2025"
"c7660364-06c5-475c-b414-5081ece08870","BibbMyka Health SystemsCoweta","GwinnettEllenwood","(678) 599-1426","","","Bartow; Bibb; Butts; Carroll; Cherokee; Clayton; Cobb; Coweta; DeKalb; Douglas; Elbert; Floyd; Fulton; Haralson; Heard; Henry; Jackson; Jasper; Lamar; Madison; Meriwether; Monroe; Morgan; Newton; Oconee; Oglethorpe; Paulding; Pike; Polk; Rockdale; Spalding; Troup; Upson; Walton","RN; LPN","https://georgiagapp.com/provider/bibbmyka-health-systemscoweta","Not Started","","12/22/2025"
"698cc246-99b3-49ba-9c0e-c01080daf912","Sanzie Healthcare ServicesBanks","Fayetteville","(770) 716-2233","","","Barrow; Clarke; Clayton; Cobb; Dawson; DeKalb; Douglas; Forsyth; Franklin; Fulton; Gwinnett; Habersham; Hall; Hart; Henry; Lumpkin; Rockdale; Stephens; White","RN; LPN","https://georgiagapp.com/provider/sanzie-healthcare-servicesbanks","Not Started","","12/22/2025"
"a2dd5a10-f3a8-4d8c-bd49-d87b95819c70","BSPC Home CareDeKalb","Walton Grayson","(404) 381-2482","","","Clayton; Cobb; Fulton; Gwinnett; Newton; Rockdale; Walton","RN; LPN","https://georgiagapp.com/provider/bspc-home-caredekalb","Not Started","","12/22/2025"
"86d81e53-37d3-4357-8285-06ccd54fa9c3","WhiteEmerge Life CareClayton","DouglasDecatur","(770) 629-4726","","","Cobb; DeKalb; Fayette; Gwinnett; Henry; Jackson; Jasper; Lumpkin; Oconee; Paulding; Rockdale; Spalding","RN; LPN","https://georgiagapp.com/provider/whiteemerge-life-careclayton","Not Started","","12/22/2025"
"8e47cc63-26f6-41f6-bdef-43297877d4a0","JAS Links HealthcareBanks","Duluth","(678) 292-3290","","","Barrow; Cherokee; Clayton; DeKalb; Douglas; Fayette; Forsyth; Fulton; Gwinnett; Hall; Henry","RN; LPN","https://georgiagapp.com/provider/jas-links-healthcarebanks","Not Started","","12/22/2025"
"50852a68-f954-4433-aa73-3fcf847c0c93","LaPaz HomecareGwinnett","DouglasDouglasville","(404) 229-4533","","","Carroll; Cobb; DeKalb; Fayette; Paulding","RN; LPN","https://georgiagapp.com/provider/lapaz-homecaregwinnett","Not Started","","12/22/2025"
"a3f49335-4813-42e4-91fd-55e7c38716a8","Precision Care SolutionsFulton","GwinnettAtlanta","(404) 536-1825","","","Clayton; Cobb; DeKalb","RN; LPN","https://georgiagapp.com/provider/precision-care-solutionsfulton","Not Started","","12/22/2025"
"539c73c8-dc5d-41fc-873e-dd8ee167b263","IntegricareDeKalb","DouglasAtlanta","(678) 334-1163","","","Cherokee; Clayton; Cobb; Coweta; Fayette; Fulton; Gwinnett","RN; LPN","https://georgiagapp.com/provider/integricaredekalb","Not Started","","12/22/2025"
"68a0c9ef-2f66-4f60-b87c-334aa78a7d42","TroupTender Touch HealthcareCobb","Marietta","(470) 632-0622","","","Cherokee; DeKalb; Douglas; Floyd; Forsyth; Fulton; Gwinnett; Henry; Paulding","RN; LPN","https://georgiagapp.com/provider/trouptender-touch-healthcarecobb","Not Started","","12/22/2025"
"881d3167-29ed-4119-9294-754beaeaf196","HabershamAffinity PediatricsButts","McDonough","(678) 782-3513","","","Clayton; Cobb; DeKalb; Douglas; Fayette; Fulton; Henry; Newton; Paulding; Rockdale","RN; LPN","https://georgiagapp.com/provider/habershamaffinity-pediatricsbutts","Not Started","","12/22/2025"
"44a5bee9-b312-4019-92e2-61ba56144ff0","NewtonPrecious Angel HomecarePaulding","Atlanta","(404) 451-3077","","","Bartow; Carroll; Cherokee; Clayton; DeKalb; Douglas; Fayette; Fulton; Gwinnett; Hall; Oconee; Oglethorpe; Spalding","RN; LPN","https://georgiagapp.com/provider/newtonprecious-angel-homecarepaulding","Not Started","","12/22/2025"
"87393236-90ad-4b0e-8b20-c4f55b084d53","Agape Family HealthcareCobb","PauldingJones Creek","(678) 597-4293","","","Bartow; Cherokee; Decatur; Douglas; Fayette; Forsyth; Fulton; Gwinnett; Hall; Rockdale","RN; LPN","https://georgiagapp.com/provider/agape-family-healthcarecobb","Not Started","","12/22/2025"
"a3be7579-d8bb-46ec-93cc-056e96d17823","Constant HealthcareDeKalb","ClaytonMcDonough","(678) 592-2656","","","Bibb; Coweta; Fulton; Henry; Newton; Rockdale; Spalding","RN; LPN","https://georgiagapp.com/provider/constant-healthcaredekalb","Not Started","","12/22/2025"
"fd4a1188-f161-4f0c-b7e4-c01eb0bc6d66","ForsythABBA Health ServicesCoweta","Marietta","(678) 885-7229","","","Butts; Carroll; Chattooga; Cherokee; Clarke; Clayton; Cobb; Coweta; Douglas; Forsyth; Fulton; Gordon; Gwinnett; Hall; Haralson; Henry; Morgan; Polk; Troup; Upson; Whitfield","RN; LPN","https://georgiagapp.com/provider/forsythabba-health-servicescoweta","Not Started","","12/22/2025"
"0b5ce4ea-6146-4930-ba2c-f90a1aff59fd","Atlanta House CaresFulton","GwinnettAtlanta","(470) 492-8358","","","Cherokee; Clayton; Cobb; DeKalb; Douglas; Fayette; Rockdale","RN; LPN","https://georgiagapp.com/provider/atlanta-house-caresfulton","Not Started","","12/22/2025"
"fdcf459a-7bf4-43ef-9750-d829f07f9762","Health Care","Atlanta","(678) 975-5886","","","Chatham; Chattooga; Clayton; DeKalb; Douglas; Forsyth; Fulton; Gwinnett; Haralson; Henry; Richmond","RN; LPN","https://georgiagapp.com/provider/health-care-1","Not Started","","12/22/2025"
"025c2bec-6592-41d7-8504-89793a8e40a6","Creating Magical MemoriesHenry","FayetteAtlanta","(404) 246-8276","","","Clayton; DeKalb; Douglas; Forsyth; Fulton; Gwinnett; Rockdale","RN; LPN","https://georgiagapp.com/provider/creating-magical-memorieshenry","Not Started","","12/22/2025"
"62af2607-9712-4644-bc38-c4826df9a5e8","Caring Hands HomecareGwinnet","Kennesaw","(678) 401-5639","","","Bartow; Catoosa; Clayton; Cobb; DeKalb; Fannin; Floyd; Henry; Murray; Paulding; Pickens","RN; LPN","https://georgiagapp.com/provider/caring-hands-homecaregwinnet","Not Started","","12/22/2025"
"7e8b4087-725f-412e-a831-c435258b6f76","Myland HomecareButts","McDonough","(678) 392-3844","","","Clayton; Cobb; Coweta; DeKalb; Douglas; Fayette; Gwinnett; Henry; Monroe; Rockdale; Spalding","RN; LPN","https://georgiagapp.com/provider/myland-homecarebutts","Not Started","","12/22/2025"
"f5a921fb-e9e5-4f0e-89d9-186bdc8e75f9","Epic Home CareSvcsCherokee","Kennesaw","(678) 371-9672","","","Cobb; Coweta; Fayette; Forsyth; Fulton; Gwinnett; Jackson; Rockdale","RN; LPN","https://georgiagapp.com/provider/epic-home-caresvcscherokee","Not Started","","12/22/2025"
"b71f359f-6b21-48dd-833f-4f9d7ad1a7bf","Custom Living CareFulton","GwinnettAtlanta","(470) 493-3724","","","Cherokee; Clayton; DeKalb; Douglas; Fayette; Forsyth; Henry","RN; LPN","https://georgiagapp.com/provider/custom-living-carefulton","Not Started","","12/22/2025"
"2e9c6c7e-7ef4-424b-9574-703c7301839c","StaffingNewton","DeKalbDecatur","(678) 974-9000","","","Cherokee; Clayton; Cobb; Coffee; Coweta; DeKalb; Douglas; Fayette; Forsyth; Fulton; Gwinnett; Hall; Henry; Rockdale; Spalding","RN; LPN","https://georgiagapp.com/provider/staffingnewton","Not Started","","12/22/2025"
"bc10858d-8349-4e0b-b9d6-9a675c31b6b1","Prestige Health PartnersDouglas","HallLoganville","(678) 628-7632","","","Clayton; DeKalb; Fulton; Gwinnett; Henry; Newton; Rockdale; Walton","RN; LPN","https://georgiagapp.com/provider/prestige-health-partnersdouglas","Not Started","","12/22/2025"
"8e976198-b103-4035-9664-9ba51b33c5be","TMC Care ServicesCarroll","Atlanta","(404) 999-0906","","","Bartow; Cherokee; Cobb; Fulton; Henry; Newton; Paulding","RN; LPN","https://georgiagapp.com/provider/tmc-care-servicescarroll","Not Started","","12/22/2025"
"0de389f3-3c46-49ae-9a3b-3da4cc01c245","Easy HomesolversGwinnett","RockdaleGrayson","(678) 516-5234","","","Clayton; Cobb; DeKalb; Forsyth; Hall; Henry; Walton","RN; LPN","https://georgiagapp.com/provider/easy-homesolversgwinnett","Not Started","","12/22/2025"
"0a66ab89-b1a6-488d-9b63-22bf3409e3d5","Greater Living Home CareChatham","Richmond Hill","(912) 446-5838","","","Appling; Bryan; Bulloch; Burke; Effingham; Emanuel; Evans; Glynn; Johnson; Richmond; Screven; Tattnall","RN; LPN","https://georgiagapp.com/provider/greater-living-home-carechatham","Not Started","","12/22/2025"
"5394817f-5d49-469c-acd1-16b62def3387","SCCL Home CareDeKalb","Atlanta","(470) 685-6512","","","Cherokee; Cobb; Forsyth; Fulton; Gwinnett; Paulding; Rockdale","RN; LPN","https://georgiagapp.com/provider/sccl-home-caredekalb","Not Started","","12/22/2025"
"e990a9e6-92af-4b9e-8f8d-c6e3f7147f40","Amour Home CareDouglas","Lithonia","(682)260-4088","","","Cherokee; Clayton; Decatur; DeKalb; Fayette; Forsyth; Fulton","RN; LPN","https://georgiagapp.com/provider/amour-home-caredouglas","Not Started","","12/22/2025"
"ac344649-86bf-4806-80d2-6b8c06ee80e2","Peachtree Family Services Cobb","Atlanta","(770) 837-8253","","","Clayton; Cobb; Fulton","RN; LPN","https://georgiagapp.com/provider/peachtree-family-services-cobb","Not Started","","12/22/2025"
"a09adeca-e474-4494-b872-6f1c3c3c9958","Anders HealthcareFulton","ClaytonAtlanta","(470) 766-9355","","","Cherokee; Cobb; DeKalb; Fayette; Forsyth; Gwinnett; Henry","RN; LPN","https://georgiagapp.com/provider/anders-healthcarefulton","Not Started","","12/22/2025"
"8db83829-afb8-4503-a797-93ff0c089d08","Hands of Hope HealthcareCherokee","Atlanta","(678) 539-0983","","","Clayton; Cobb; Coweta; DeKalb; Fayette; Forsyth; Henry","RN; LPN","https://georgiagapp.com/provider/hands-of-hope-healthcarecherokee","Not Started","","12/22/2025"
"5fb35d25-579f-48e7-9910-b40e5d6d9a6e","SLB HealthcareBarrow","GwinnettLoganville","(404) 439-9255","","","Cobb; DeKalb; Fulton; Henry; Newton; Rockdale; Walton","RN; LPN","https://georgiagapp.com/provider/slb-healthcarebarrow","Not Started","","12/22/2025"
"e6b2b462-ec0e-4539-9f6f-493df783fcf5","Lillie","Macon","(478) 216-6336","","","Chattahoochee; Dougherty; Fulton; Harris; Marion; Troup; Webster","RN; LPN","https://georgiagapp.com/provider/lillie","Not Started","","12/22/2025"
"ad9b690c-716e-4e8d-a3fb-db4a0e0c83b9","Above Healthcare ServicesMonroe","ClaytonAtlanta","(470) 900-8336","","","Cherokee; DeKalb; Gwinnett; Henry","RN; LPN","https://georgiagapp.com/provider/above-healthcare-servicesmonroe","Not Started","","12/22/2025"
"c977dc1e-78a5-4835-ad20-9624386dfc75","Bartow","Suite DDouglasville","(404) 784-9068","","","Bartow; Gordon","RN; LPN","https://georgiagapp.com/provider/bartow","Not Started","","12/22/2025"
"b8a3318b-578b-4638-8bb4-54555cd5f2c0","Child Personal CareCobb","Day Lily WayGwinnettAcworth","(678) 923-4213","","","Cherokee; DeKalb; Fulton; Paulding","RN; LPN","https://georgiagapp.com/provider/child-personal-carecobb","Not Started","","12/22/2025"
"4f7edd50-8c0f-4be9-8887-aaee14ee907d","Agape Home Care Services Cobb","HenryHampton","(770) 771-6700","","","Bartow; Cobb; DeKalb; Forsyth; Fulton; Gwinnett; Hall; Paulding","RN; LPN","https://georgiagapp.com/provider/agape-home-care-services-cobb","Not Started","","12/22/2025"
"b49ecd4d-5aad-4cad-94ee-7a6b24974ef6","Accommodate Medical Staffing","Macon","(478) 318-6840","","","Fulton","RN; LPN","https://georgiagapp.com/provider/accommodate-medical-staffing","Not Started","","12/22/2025"
"0bc05111-3586-4d5c-ab3d-4160d80b023c","SYNC Healthcare","Atlanta","(773) 932-8387","","","Fulton","RN; LPN","https://georgiagapp.com/provider/sync-healthcare","Not Started","","12/22/2025"
"5a9888d4-a990-40c8-97f5-338fa4764881","Virtue Care ServicesFayette","CobbMcDonough","(678) 724-0066","","","Clayton; DeKalb; Fulton; Gwinnett; Henry; Newton; Rockdale; Spalding","RN; LPN","https://georgiagapp.com/provider/virtue-care-servicesfayette","Not Started","","12/22/2025"
"dcd823dd-3700-43d8-b882-ada732886ed1","Omni Home CareHenry","Fayetteville","(404) 407-5326","","","Butts; Carroll; Clayton; Coweta; Douglas; Fayette; Fulton; Gwinnett; Lamar; Newton; Rockdale","RN; LPN","https://georgiagapp.com/provider/omni-home-carehenry","Not Started","","12/22/2025"
"0e25f6fe-efcb-47a1-bb32-13278e50944f","Nurse Pro Staffing","North Henry BoulevardStockbridge","(770) 288-3372","","","Henry","RN; LPN","https://georgiagapp.com/provider/nurse-pro-staffing","Not Started","","12/22/2025"
"2a0a4917-02b1-4942-8898-0360f1bf71c5","Our Best Healthcare ServicesDeKalb","GwinnettHoschton","(470) 253-6985","","","Barrow; Forsyth; Fulton; Hall; Walton","RN; LPN","https://georgiagapp.com/provider/our-best-healthcare-servicesdekalb","Not Started","","12/22/2025"
"5e042929-05e9-4043-92be-3910fe5b8492","Enhanced Family CareSpalding","CobbMcDonough","(800) 776-2949","","","Butts; Clayton; Fayette; Fulton; Henry; Jackson; Newton; Rockdale","RN; LPN","https://georgiagapp.com/provider/enhanced-family-carespalding","Not Started","","12/22/2025"
